"","Cód Mun. (IBGE)","Município","UF","Região","População","Ano (população IBGE)","IDHM","IDHM (Renda)","IDHM (Educação)"
"558","2313252","Tarrafas","CE","Nordeste","7529","2022","0.576","0.529","0.482"
"559","2313500","Trairi","CE","Nordeste","58415","2022","0.606","0.522","0.577"
"560","2313559","Tururu","CE","Nordeste","15412","2022","0.606","0.508","0.576"
"561","2313609","Ubajara","CE","Nordeste","32767","2022","0.648","0.595","0.594"
"562","2313807","Uruburetama","CE","Nordeste","20189","2022","0.639","0.564","0.608"
"563","2314102","Viçosa do Ceará","CE","Nordeste","59712","2022","0.571","0.521","0.475"
"564","2400109","Acari","RN","Nordeste","10597","2022","0.679","0.633","0.634"
"565","2400307","Afonso Bezerra","RN","Nordeste","10839","2022","0.585","0.56","0.502"
"566","2400406","Água Nova","RN","Nordeste","2946","2022","0.616","0.527","0.572"
"567","2400505","Alexandria","RN","Nordeste","13640","2022","0.606","0.581","0.491"
"568","2400604","Almino Afonso","RN","Nordeste","4687","2022","0.624","0.578","0.568"
"569","2400703","Alto do Rodrigues","RN","Nordeste","12484","2022","0.672","0.647","0.585"
"570","2400802","Angicos","RN","Nordeste","11632","2022","0.624","0.606","0.53"
"571","2400901","Antônio Martins","RN","Nordeste","6577","2022","0.578","0.554","0.458"
"572","2401206","Arês","RN","Nordeste","13251","2022","0.606","0.587","0.523"
"573","2401305","Campo Grande","RN","Nordeste","9743","2022","0.621","0.624","0.495"
"574","2401404","Baía Formosa","RN","Nordeste","8824","2022","0.609","0.59","0.534"
"575","2401453","Baraúna","RN","Nordeste","26894","2022","0.574","0.562","0.446"
"576","2401503","Barcelona","RN","Nordeste","3986","2022","0.566","0.564","0.442"
"577","2401602","Bento Fernandes","RN","Nordeste","4807","2022","0.582","0.542","0.494"
"578","2401651","Bodó","RN","Nordeste","2306","2022","0.629","0.57","0.565"
"579","2401701","Bom Jesus","RN","Nordeste","9952","2022","0.584","0.583","0.46"
"580","2401800","Brejinho","RN","Nordeste","12202","2022","0.592","0.585","0.492"
"581","2401859","Caiçara do Norte","RN","Nordeste","6293","2022","0.574","0.572","0.454"
"582","2401909","Caiçara do Rio do Vento","RN","Nordeste","3268","2022","0.587","0.553","0.499"
"583","2402105","Campo Redondo","RN","Nordeste","10215","2022","0.626","0.554","0.584"
"584","2402204","Canguaretama","RN","Nordeste","29668","2022","0.579","0.557","0.486"
"585","2402501","Carnaubais","RN","Nordeste","9714","2022","0.589","0.583","0.476"
"586","2402709","Cerro Corá","RN","Nordeste","11000","2022","0.607","0.573","0.518"
"587","2402808","Coronel Ezequiel","RN","Nordeste","5117","2022","0.587","0.545","0.476"
"588","2402907","Coronel João Pessoa","RN","Nordeste","4237","2022","0.578","0.549","0.471"
"589","2403004","Cruzeta","RN","Nordeste","8005","2022","0.654","0.602","0.621"
"590","2403202","Doutor Severiano","RN","Nordeste","7044","2022","0.621","0.567","0.566"
"591","2403301","Encanto","RN","Nordeste","6016","2022","0.629","0.589","0.536"
"592","2403400","Equador","RN","Nordeste","5360","2022","0.623","0.578","0.546"
"593","2403509","Espírito Santo","RN","Nordeste","10611","2022","0.558","0.549","0.423"
"594","2403707","Felipe Guerra","RN","Nordeste","5940","2022","0.636","0.582","0.575"
"595","2403756","Fernando Pedroza","RN","Nordeste","2938","2022","0.597","0.565","0.519"
"596","2403806","Florânia","RN","Nordeste","10196","2022","0.642","0.611","0.56"
"597","2403905","Francisco Dantas","RN","Nordeste","2700","2022","0.606","0.582","0.523"
"598","2404002","Frutuoso Gomes","RN","Nordeste","4122","2022","0.597","0.565","0.512"
"599","2404101","Galinhos","RN","Nordeste","2104","2022","0.564","0.578","0.429"
"600","2404200","Goianinha","RN","Nordeste","26741","2022","0.638","0.619","0.537"
"601","2404309","Governador Dix-Sept Rosado","RN","Nordeste","11938","2022","0.592","0.564","0.485"
"602","2404408","Grossos","RN","Nordeste","9924","2022","0.664","0.633","0.585"
"603","2404606","Ielmo Marinho","RN","Nordeste","11615","2022","0.55","0.521","0.418"
"604","2404705","Ipanguaçu","RN","Nordeste","14131","2022","0.603","0.568","0.518"
"605","2404804","Ipueira","RN","Nordeste","2035","2022","0.679","0.627","0.633"
"606","2404853","Itajá","RN","Nordeste","7292","2022","0.624","0.586","0.539"
"607","2404903","Itaú","RN","Nordeste","5320","2022","0.614","0.588","0.542"
"608","2405009","Jaçanã","RN","Nordeste","7834","2022","0.604","0.559","0.509"
"609","2405108","Jandaíra","RN","Nordeste","6562","2022","0.569","0.561","0.462"
"610","2405207","Janduís","RN","Nordeste","4746","2022","0.615","0.567","0.529"
"611","2405306","Januário Cicco","RN","Nordeste","9051","2022","0.574","0.511","0.481"
"612","2405405","Japi","RN","Nordeste","5117","2022","0.569","0.528","0.48"
"613","2405504","Jardim de Angicos","RN","Nordeste","2437","2022","0.565","0.557","0.437"
"614","2405603","Jardim de Piranhas","RN","Nordeste","13977","2022","0.603","0.59","0.469"
"615","2405900","João Dias","RN","Nordeste","2076","2022","0.53","0.495","0.39"
"616","2406007","José da Penha","RN","Nordeste","5803","2022","0.608","0.583","0.489"
"617","2406106","Jucurutu","RN","Nordeste","17793","2022","0.601","0.583","0.492"
"618","2406155","Jundiá","RN","Nordeste","3747","2022","0.595","0.552","0.492"
"619","2406205","Lagoa d'Anta","RN","Nordeste","6654","2022","0.601","0.58","0.507"
"620","2406304","Lagoa de Pedras","RN","Nordeste","7338","2022","0.553","0.529","0.436"
"621","2406403","Lagoa de Velhos","RN","Nordeste","2567","2022","0.589","0.566","0.458"
"622","2406601","Lagoa Salgada","RN","Nordeste","8319","2022","0.582","0.551","0.464"
"623","2406700","Lajes","RN","Nordeste","9866","2022","0.624","0.578","0.557"
"624","2406809","Lajes Pintadas","RN","Nordeste","4787","2022","0.625","0.559","0.568"
"625","2406908","Lucrécia","RN","Nordeste","3490","2022","0.646","0.624","0.551"
"626","2407005","Luís Gomes","RN","Nordeste","9070","2022","0.608","0.545","0.531"
"627","2407252","Major Sales","RN","Nordeste","3924","2022","0.617","0.573","0.529"
"628","2407302","Marcelino Vieira","RN","Nordeste","7896","2022","0.609","0.571","0.51"
"629","2407500","Maxaranguape","RN","Nordeste","10255","2022","0.608","0.582","0.506"
"630","2407609","Messias Targino","RN","Nordeste","4274","2022","0.644","0.608","0.565"
"631","2407708","Montanhas","RN","Nordeste","11444","2022","0.557","0.553","0.447"
"632","2407807","Monte Alegre","RN","Nordeste","23031","2022","0.609","0.578","0.507"
"633","2407906","Monte das Gameleiras","RN","Nordeste","2276","2022","0.598","0.56","0.509"
"634","2408409","Olho d'Água do Borges","RN","Nordeste","3907","2022","0.585","0.577","0.482"
"635","2408508","Ouro Branco","RN","Nordeste","4913","2022","0.645","0.61","0.558"
"636","2408607","Paraná","RN","Nordeste","3934","2022","0.589","0.532","0.496"
"637","2408706","Paraú","RN","Nordeste","3587","2022","0.603","0.582","0.522"
"638","2408805","Parazinho","RN","Nordeste","4801","2022","0.549","0.543","0.424"
"639","2408953","Rio do Fogo","RN","Nordeste","10351","2022","0.569","0.546","0.457"
"640","2409100","Passa e Fica","RN","Nordeste","10896","2022","0.606","0.565","0.516"
"641","2409209","Passagem","RN","Nordeste","3115","2022","0.589","0.547","0.501"
"642","2409308","Patu","RN","Nordeste","11009","2022","0.618","0.599","0.513"
"643","2409332","Santa Maria","RN","Nordeste","4847","2022","0.59","0.554","0.477"
"644","2409506","Pedra Grande","RN","Nordeste","3618","2022","0.559","0.526","0.43"
"645","2409605","Pedra Preta","RN","Nordeste","2441","2022","0.558","0.53","0.435"
"646","2409803","Pedro Velho","RN","Nordeste","13824","2022","0.568","0.562","0.442"
"647","2410009","Pilões","RN","Nordeste","2965","2022","0.614","0.566","0.527"
"648","2410108","Poço Branco","RN","Nordeste","12390","2022","0.587","0.562","0.471"
"649","2410207","Portalegre","RN","Nordeste","7601","2022","0.621","0.581","0.547"
"650","2410256","Porto do Mangue","RN","Nordeste","5228","2022","0.59","0.558","0.504"
"651","2410306","Serra Caiada","RN","Nordeste","10125","2022","0.563","0.552","0.453"
"652","2410405","Pureza","RN","Nordeste","9362","2022","0.567","0.516","0.456"
"653","2410603","Rafael Godeiro","RN","Nordeste","2934","2022","0.654","0.583","0.607"
"654","2410702","Riacho da Cruz","RN","Nordeste","2701","2022","0.584","0.545","0.487"
"655","2410801","Riacho de Santana","RN","Nordeste","4127","2022","0.591","0.545","0.489"
"656","2410900","Riachuelo","RN","Nordeste","7389","2022","0.592","0.561","0.481"
"657","2411007","Rodolfo Fernandes","RN","Nordeste","4242","2022","0.604","0.561","0.519"
"658","2411056","Tibau","RN","Nordeste","5382","2022","0.635","0.627","0.53"
"659","2411106","Ruy Barbosa","RN","Nordeste","3206","2022","0.605","0.548","0.517"
"660","2411403","Santana do Matos","RN","Nordeste","12456","2022","0.591","0.559","0.482"
"661","2411429","Santana do Seridó","RN","Nordeste","2696","2022","0.642","0.595","0.58"
"662","2411601","São Bento do Norte","RN","Nordeste","3304","2022","0.555","0.541","0.415"
"663","2411700","São Bento do Trairí","RN","Nordeste","3792","2022","0.595","0.526","0.525"
"664","2411809","São Fernando","RN","Nordeste","3492","2022","0.608","0.591","0.508"
"665","2411908","São Francisco do Oeste","RN","Nordeste","4161","2022","0.628","0.581","0.547"
"666","2412104","São João do Sabugi","RN","Nordeste","5956","2022","0.655","0.62","0.581"
"667","2412203","São José de Mipibu","RN","Nordeste","47286","2022","0.611","0.599","0.508"
"668","2412302","São José do Campestre","RN","Nordeste","11121","2022","0.615","0.564","0.522"
"669","2412401","São José do Seridó","RN","Nordeste","4558","2022","0.694","0.634","0.647"
"670","2412500","São Miguel","RN","Nordeste","23537","2022","0.606","0.574","0.518"
"671","2412559","São Miguel do Gostoso","RN","Nordeste","10221","2022","0.591","0.558","0.468"
"672","2412708","São Pedro","RN","Nordeste","5776","2022","0.589","0.574","0.449"
"673","2412807","São Rafael","RN","Nordeste","7711","2022","0.611","0.588","0.493"
"674","2412906","São Tomé","RN","Nordeste","9972","2022","0.585","0.565","0.461"
"675","2413003","São Vicente","RN","Nordeste","6310","2022","0.642","0.606","0.556"
"676","2413102","Senador Elói de Souza","RN","Nordeste","5965","2022","0.583","0.523","0.504"
"677","2413201","Senador Georgino Avelino","RN","Nordeste","4065","2022","0.57","0.543","0.455"
"678","2413300","Serra de São Bento","RN","Nordeste","5703","2022","0.582","0.551","0.482"
"679","2413359","Serra do Mel","RN","Nordeste","13091","2022","0.614","0.574","0.521"
"680","2413409","Serra Negra do Norte","RN","Nordeste","7597","2022","0.597","0.578","0.468"
"681","2413508","Serrinha","RN","Nordeste","6436","2022","0.592","0.547","0.502"
"682","2413557","Serrinha dos Pintos","RN","Nordeste","4659","2022","0.598","0.555","0.492"
"683","2413607","Severiano Melo","RN","Nordeste","5487","2022","0.604","0.579","0.522"
"684","2413706","Sítio Novo","RN","Nordeste","4654","2022","0.572","0.528","0.491"
"685","2413805","Taboleiro Grande","RN","Nordeste","2338","2022","0.612","0.57","0.507"
"686","2413904","Taipu","RN","Nordeste","11422","2022","0.569","0.544","0.435"
"687","2414001","Tangará","RN","Nordeste","13281","2022","0.608","0.566","0.516"
"688","2414100","Tenente Ananias","RN","Nordeste","10262","2022","0.592","0.57","0.468"
"689","2414159","Tenente Laurentino Cruz","RN","Nordeste","5891","2022","0.623","0.559","0.586"
"690","2414209","Tibau do Sul","RN","Nordeste","16929","2022","0.645","0.672","0.504"
"691","2414308","Timbaúba dos Batistas","RN","Nordeste","2348","2022","0.64","0.614","0.591"
"692","2414456","Triunfo Potiguar","RN","Nordeste","3358","2022","0.602","0.579","0.516"
"693","2414506","Umarizal","RN","Nordeste","10078","2022","0.618","0.59","0.506"
"694","2414605","Upanema","RN","Nordeste","13572","2022","0.596","0.542","0.516"
"695","2414704","Várzea","RN","Nordeste","5233","2022","0.626","0.577","0.552"
"696","2414753","Venha-Ver","RN","Nordeste","3014","2022","0.555","0.501","0.473"
"697","2414803","Vera Cruz","RN","Nordeste","10676","2022","0.587","0.558","0.494"
"698","2414902","Viçosa","RN","Nordeste","1822","2022","0.592","0.552","0.502"
"699","2415008","Vila Flor","RN","Nordeste","3174","2022","0.576","0.561","0.471"
"700","2500106","Água Branca","PB","Nordeste","9335","2022","0.572","0.542","0.484"
"701","2500205","Aguiar","PB","Nordeste","5003","2022","0.597","0.632","0.447"
"702","2500577","Algodão de Jandaíra","PB","Nordeste","2953","2022","0.548","0.532","0.413"
"703","2500700","São João do Rio do Peixe","PB","Nordeste","17964","2022","0.608","0.586","0.49"
"704","2500775","Aparecida","PB","Nordeste","7960","2022","0.578","0.567","0.456"
"705","2501153","Areia de Baraúnas","PB","Nordeste","2005","2022","0.562","0.566","0.462"
"706","2501203","Areial","PB","Nordeste","7128","2022","0.608","0.573","0.503"
"707","2501609","Barra de Santa Rosa","PB","Nordeste","12904","2022","0.562","0.542","0.434"
"708","2501708","Barra de São Miguel","PB","Nordeste","5906","2022","0.572","0.584","0.44"
"709","2502003","Belém do Brejo do Cruz","PB","Nordeste","6268","2022","0.578","0.55","0.451"
"710","2502052","Bernardino Batista","PB","Nordeste","3504","2022","0.558","0.526","0.462"
"711","2502102","Boa Ventura","PB","Nordeste","5207","2022","0.599","0.566","0.48"
"712","2502151","Boa Vista","PB","Nordeste","6377","2022","0.649","0.59","0.582"
"713","2502201","Bom Jesus","PB","Nordeste","2286","2022","0.597","0.584","0.477"
"714","2502300","Bom Sucesso","PB","Nordeste","4661","2022","0.592","0.558","0.494"
"715","2502409","Bonito de Santa Fé","PB","Nordeste","10252","2022","0.574","0.564","0.427"
"716","2502508","Boqueirão","PB","Nordeste","17598","2022","0.607","0.592","0.496"
"717","2502607","Igaracy","PB","Nordeste","5648","2022","0.61","0.575","0.496"
"718","2502706","Borborema","PB","Nordeste","4214","2022","0.558","0.544","0.426"
"719","2502805","Brejo do Cruz","PB","Nordeste","13613","2022","0.597","0.575","0.463"
"720","2502904","Brejo dos Santos","PB","Nordeste","5742","2022","0.619","0.564","0.541"
"721","2503001","Caaporã","PB","Nordeste","21193","2022","0.602","0.565","0.509"
"722","2503308","Cachoeira dos Índios","PB","Nordeste","9151","2022","0.587","0.583","0.453"
"723","2503555","Cacimbas","PB","Nordeste","7223","2022","0.523","0.501","0.425"
"724","2503753","Cajazeirinhas","PB","Nordeste","2740","2022","0.55","0.521","0.413"
"725","2503803","Caldas Brandão","PB","Nordeste","5753","2022","0.568","0.562","0.451"
"726","2503902","Camalaú","PB","Nordeste","6085","2022","0.567","0.549","0.431"
"727","2504033","Capim","PB","Nordeste","6970","2022","0.533","0.52","0.4"
"728","2504074","Caraúbas","PB","Nordeste","3944","2022","0.585","0.58","0.485"
"729","2504108","Carrapateira","PB","Nordeste","2312","2022","0.603","0.529","0.543"
"730","2504157","Casserengue","PB","Nordeste","6889","2022","0.514","0.492","0.379"
"731","2504355","Caturité","PB","Nordeste","5254","2022","0.623","0.617","0.502"
"732","2504504","Condado","PB","Nordeste","6451","2022","0.594","0.573","0.476"
"733","2504603","Conde","PB","Nordeste","27605","2022","0.618","0.591","0.5"
"734","2504702","Congo","PB","Nordeste","4933","2022","0.581","0.562","0.477"
"735","2504850","Coxixola","PB","Nordeste","1824","2022","0.641","0.586","0.567"
"736","2504900","Cruz do Espírito Santo","PB","Nordeste","17095","2022","0.552","0.531","0.408"
"737","2505006","Cubati","PB","Nordeste","7580","2022","0.566","0.545","0.448"
"738","2505204","Cuitegi","PB","Nordeste","6730","2022","0.57","0.563","0.45"
"739","2505238","Cuité de Mamanguape","PB","Nordeste","6251","2022","0.524","0.529","0.398"
"740","2505279","Curral de Cima","PB","Nordeste","5254","2022","0.529","0.528","0.392"
"741","2505303","Curral Velho","PB","Nordeste","2292","2022","0.606","0.613","0.491"
"742","2505402","Desterro","PB","Nordeste","8067","2022","0.58","0.551","0.49"
"743","2505501","Vista Serrana","PB","Nordeste","3641","2022","0.566","0.554","0.424"
"744","2505709","Dona Inês","PB","Nordeste","10380","2022","0.545","0.524","0.447"
"745","2505808","Duas Estradas","PB","Nordeste","3327","2022","0.603","0.565","0.488"
"746","2505907","Emas","PB","Nordeste","3011","2022","0.595","0.554","0.492"
"747","2506103","Fagundes","PB","Nordeste","11049","2022","0.56","0.543","0.432"
"748","2506202","Frei Martinho","PB","Nordeste","2846","2022","0.641","0.631","0.542"
"749","2506251","Gado Bravo","PB","Nordeste","8179","2022","0.513","0.491","0.373"
"750","2506400","Gurinhém","PB","Nordeste","13766","2022","0.556","0.544","0.435"
"751","2506608","Ibiara","PB","Nordeste","5631","2022","0.586","0.548","0.479"
"752","2507101","Itapororoca","PB","Nordeste","18382","2022","0.564","0.543","0.437"
"753","2507200","Itatuba","PB","Nordeste","10499","2022","0.562","0.549","0.436"
"754","2507408","Jericó","PB","Nordeste","7516","2022","0.603","0.577","0.476"
"755","2507705","Juazeirinho","PB","Nordeste","17007","2022","0.567","0.557","0.435"
"756","2507804","Junco do Seridó","PB","Nordeste","6793","2022","0.617","0.571","0.576"
"757","2507903","Juripiranga","PB","Nordeste","10012","2022","0.548","0.544","0.448"
"758","2508000","Juru","PB","Nordeste","9234","2022","0.57","0.552","0.443"
"759","2508109","Lagoa","PB","Nordeste","4415","2022","0.563","0.533","0.448"
"760","2508208","Lagoa de Dentro","PB","Nordeste","7819","2022","0.57","0.539","0.444"
"761","2508307","Lagoa Seca","PB","Nordeste","27730","2022","0.627","0.621","0.516"
"762","2508406","Lastro","PB","Nordeste","3162","2022","0.533","0.532","0.38"
"763","2508505","Livramento","PB","Nordeste","6877","2022","0.566","0.523","0.473"
"764","2508554","Logradouro","PB","Nordeste","4797","2022","0.583","0.544","0.47"
"765","2508604","Lucena","PB","Nordeste","12560","2022","0.583","0.577","0.469"
"766","2508703","Mãe d'Água","PB","Nordeste","3583","2022","0.542","0.52","0.429"
"767","2508802","Malta","PB","Nordeste","6046","2022","0.642","0.62","0.533"
"768","2509008","Manaíra","PB","Nordeste","10434","2022","0.543","0.537","0.426"
"769","2509057","Marcação","PB","Nordeste","8999","2022","0.529","0.525","0.408"
"770","2509107","Mari","PB","Nordeste","21512","2022","0.548","0.553","0.429"
"771","2509206","Massaranduba","PB","Nordeste","14139","2022","0.567","0.552","0.441"
"772","2509305","Mataraca","PB","Nordeste","8244","2022","0.536","0.533","0.427"
"773","2509339","Matinhas","PB","Nordeste","4571","2022","0.541","0.531","0.4"
"774","2509396","Maturéia","PB","Nordeste","6433","2022","0.572","0.54","0.474"
"775","2509404","Mogeiro","PB","Nordeste","13899","2022","0.574","0.538","0.481"
"776","2509503","Montadas","PB","Nordeste","5812","2022","0.59","0.545","0.505"
"777","2509602","Monte Horebe","PB","Nordeste","4338","2022","0.587","0.579","0.463"
"778","2509800","Mulungu","PB","Nordeste","8791","2022","0.565","0.548","0.423"
"779","2509909","Natuba","PB","Nordeste","8945","2022","0.541","0.516","0.432"
"780","2510006","Nazarezinho","PB","Nordeste","7203","2022","0.562","0.528","0.449"
"781","2510105","Nova Floresta","PB","Nordeste","9724","2022","0.601","0.576","0.498"
"782","2510204","Nova Olinda","PB","Nordeste","5787","2022","0.573","0.557","0.453"
"783","2510402","Olho d'Água","PB","Nordeste","6060","2022","0.572","0.533","0.452"
"784","2510501","Olivedos","PB","Nordeste","3580","2022","0.603","0.531","0.54"
"785","2510600","Ouro Velho","PB","Nordeste","2918","2022","0.614","0.585","0.518"
"786","2510659","Parari","PB","Nordeste","1720","2022","0.584","0.583","0.467"
"787","2510709","Passagem","PB","Nordeste","2463","2022","0.62","0.566","0.534"
"788","2510907","Paulista","PB","Nordeste","11834","2022","0.587","0.587","0.461"
"789","2511004","Pedra Branca","PB","Nordeste","3739","2022","0.599","0.532","0.532"
"790","2511202","Pedras de Fogo","PB","Nordeste","29662","2022","0.59","0.568","0.468"
"791","2511509","Pilar","PB","Nordeste","12311","2022","0.579","0.544","0.461"
"792","2511707","Pilõezinhos","PB","Nordeste","5329","2022","0.564","0.532","0.421"
"793","2511806","Pirpirituba","PB","Nordeste","9340","2022","0.595","0.566","0.499"
"794","2511905","Pitimbu","PB","Nordeste","16751","2022","0.57","0.538","0.456"
"795","2512002","Pocinhos","PB","Nordeste","17469","2022","0.591","0.556","0.477"
"796","2512036","Poço Dantas","PB","Nordeste","3830","2022","0.525","0.506","0.408"
"797","2512077","Poço de José de Moura","PB","Nordeste","4006","2022","0.612","0.578","0.497"
"798","2512408","Puxinanã","PB","Nordeste","14277","2022","0.617","0.574","0.542"
"799","2512606","Quixaba","PB","Nordeste","1743","2022","0.622","0.564","0.579"
"800","2512721","Pedro Régis","PB","Nordeste","5766","2022","0.542","0.529","0.399"
"801","2512747","Riachão","PB","Nordeste","2927","2022","0.574","0.515","0.481"
"802","2512754","Riachão do Bacamarte","PB","Nordeste","4690","2022","0.553","0.561","0.417"
"803","2512762","Riachão do Poço","PB","Nordeste","4738","2022","0.555","0.537","0.426"
"804","2512788","Riacho de Santo Antônio","PB","Nordeste","1955","2022","0.594","0.569","0.502"
"805","2513000","Salgadinho","PB","Nordeste","3355","2022","0.563","0.531","0.454"
"806","2513158","Santa Cecília","PB","Nordeste","7670","2022","0.525","0.515","0.402"
"807","2513208","Santa Cruz","PB","Nordeste","5947","2022","0.618","0.578","0.523"
"808","2513307","Santa Helena","PB","Nordeste","5865","2022","0.609","0.57","0.504"
"809","2513356","Santa Inês","PB","Nordeste","3227","2022","0.572","0.54","0.492"
"810","2513505","Santana de Mangueira","PB","Nordeste","5010","2022","0.535","0.488","0.414"
"811","2513604","Santana dos Garrotes","PB","Nordeste","6569","2022","0.594","0.568","0.479"
"812","2513653","Joca Claudino","PB","Nordeste","2539","2022","0.622","0.553","0.568"
"813","2513927","São Bentinho","PB","Nordeste","4327","2022","0.606","0.575","0.491"
"814","2513943","São Domingos do Cariri","PB","Nordeste","2585","2022","0.589","0.603","0.438"
"815","2513968","São Domingos","PB","Nordeste","2595","2022","0.548","0.555","0.394"
"816","2513984","São Francisco","PB","Nordeste","3137","2022","0.58","0.56","0.481"
"817","2514008","São João do Cariri","PB","Nordeste","4226","2022","0.622","0.618","0.488"
"818","2514107","São João do Tigre","PB","Nordeste","4263","2022","0.552","0.523","0.424"
"819","2514206","São José da Lagoa Tapada","PB","Nordeste","7126","2022","0.53","0.53","0.389"
"820","2514305","São José de Caiana","PB","Nordeste","5034","2022","0.565","0.545","0.434"
"821","2514404","São José de Espinharas","PB","Nordeste","4083","2022","0.577","0.543","0.448"
"822","2514453","São José dos Ramos","PB","Nordeste","5891","2022","0.541","0.527","0.406"
"823","2514552","São José de Princesa","PB","Nordeste","3416","2022","0.565","0.533","0.443"
"824","2514602","São José do Bonfim","PB","Nordeste","3242","2022","0.578","0.549","0.493"
"825","2514651","São José do Brejo do Cruz","PB","Nordeste","1699","2022","0.581","0.535","0.473"
"826","2514800","São José dos Cordeiros","PB","Nordeste","3411","2022","0.556","0.542","0.407"
"827","2514909","São Mamede","PB","Nordeste","7470","2022","0.641","0.617","0.558"
"828","2515005","São Miguel de Taipu","PB","Nordeste","7066","2022","0.548","0.516","0.443"
"829","2515104","São Sebastião de Lagoa de Roça","PB","Nordeste","11040","2022","0.594","0.561","0.471"
"830","2515203","São Sebastião do Umbuzeiro","PB","Nordeste","3279","2022","0.581","0.561","0.459"
"831","2515609","Serra da Raiz","PB","Nordeste","3094","2022","0.626","0.57","0.544"
"832","2515708","Serra Grande","PB","Nordeste","2942","2022","0.586","0.549","0.491"
"833","2515807","Serra Redonda","PB","Nordeste","6828","2022","0.57","0.565","0.424"
"834","2515906","Serraria","PB","Nordeste","4885","2022","0.547","0.536","0.392"
"835","2515930","Sertãozinho","PB","Nordeste","5054","2022","0.621","0.554","0.561"
"836","2515971","Sobrado","PB","Nordeste","8236","2022","0.573","0.525","0.477"
"837","2516607","Tavares","PB","Nordeste","14101","2022","0.586","0.56","0.462"
"838","2516755","Tenório","PB","Nordeste","2966","2022","0.581","0.565","0.49"
"839","2516805","Triunfo","PB","Nordeste","9892","2022","0.609","0.578","0.501"
"840","2517001","Umbuzeiro","PB","Nordeste","9124","2022","0.584","0.545","0.514"
"841","2517100","Várzea","PB","Nordeste","2668","2022","0.707","0.619","0.714"
"842","2517209","Vieirópolis","PB","Nordeste","4864","2022","0.571","0.537","0.455"
"843","2600401","Água Preta","PE","Nordeste","26461","2022","0.553","0.514","0.432"
"844","2600609","Alagoinha","PE","Nordeste","13542","2022","0.599","0.569","0.472"
"845","2601003","Angelim","PE","Nordeste","10241","2022","0.572","0.555","0.448"
"846","2601052","Araçoiaba","PE","Nordeste","19243","2022","0.592","0.544","0.498"
"847","2601300","Barra de Guabiraba","PE","Nordeste","12263","2022","0.577","0.558","0.474"
"848","2601508","Belém de Maria","PE","Nordeste","10378","2022","0.578","0.537","0.479"
"849","2601805","Betânia","PE","Nordeste","11232","2022","0.559","0.533","0.441"
"850","2602001","Bodocó","PE","Nordeste","34478","2022","0.565","0.543","0.445"
"851","2602209","Bom Jardim","PE","Nordeste","37629","2022","0.602","0.552","0.515"
"852","2602407","Brejão","PE","Nordeste","9079","2022","0.547","0.54","0.417"
"853","2602506","Brejinho","PE","Nordeste","7720","2022","0.574","0.563","0.493"
"854","2602803","Buíque","PE","Nordeste","52097","2022","0.527","0.497","0.395"
"855","2603306","Calçado","PE","Nordeste","11093","2022","0.566","0.529","0.468"
"856","2603405","Calumbi","PE","Nordeste","5228","2022","0.571","0.567","0.46"
"857","2603603","Camutanga","PE","Nordeste","7750","2022","0.606","0.57","0.514"
"858","2603702","Canhotinho","PE","Nordeste","24329","2022","0.541","0.543","0.403"
"859","2603926","Carnaubeira da Penha","PE","Nordeste","12239","2022","0.573","0.491","0.508"
"860","2604205","Catende","PE","Nordeste","32156","2022","0.609","0.578","0.515"
"861","2604304","Cedro","PE","Nordeste","10518","2022","0.615","0.565","0.573"
"862","2604403","Chã de Alegria","PE","Nordeste","12980","2022","0.604","0.546","0.529"
"863","2604601","Condado","PE","Nordeste","24587","2022","0.602","0.581","0.527"
"864","2604700","Correntes","PE","Nordeste","17131","2022","0.536","0.551","0.385"
"865","2604809","Cortês","PE","Nordeste","10198","2022","0.568","0.541","0.478"
"866","2605103","Custódia","PE","Nordeste","37699","2022","0.594","0.607","0.489"
"867","2605301","Exu","PE","Nordeste","31843","2022","0.576","0.543","0.454"
"868","2605459","Fernando de Noronha","PE","Nordeste","3167","2022","0.788","0.781","0.748"
"869","2605509","Ferreiros","PE","Nordeste","15026","2022","0.622","0.589","0.519"
"870","2605806","Frei Miguelinho","PE","Nordeste","13636","2022","0.576","0.575","0.438"
"871","2606101","Glória do Goitá","PE","Nordeste","29347","2022","0.604","0.57","0.506"
"872","2606309","Granito","PE","Nordeste","6967","2022","0.595","0.543","0.502"
"873","2606507","Iati","PE","Nordeste","17165","2022","0.528","0.518","0.369"
"874","2606606","Ibimirim","PE","Nordeste","26595","2022","0.552","0.533","0.446"
"875","2607000","Inajá","PE","Nordeste","25599","2022","0.523","0.503","0.4"
"876","2607109","Ingazeira","PE","Nordeste","4768","2022","0.608","0.575","0.51"
"877","2607406","Itacuruba","PE","Nordeste","4284","2022","0.595","0.567","0.523"
"878","2607505","Itaíba","PE","Nordeste","32650","2022","0.51","0.531","0.364"
"879","2607604","Ilha de Itamaracá","PE","Nordeste","24540","2022","0.653","0.627","0.548"
"880","2607703","Itapetim","PE","Nordeste","13788","2022","0.592","0.598","0.494"
"881","2607752","Itapissuma","PE","Nordeste","27749","2022","0.633","0.589","0.564"
"882","2607802","Itaquitinga","PE","Nordeste","16554","2022","0.586","0.554","0.509"
"883","2607950","Jaqueira","PE","Nordeste","10247","2022","0.575","0.557","0.454"
"884","2608107","João Alfredo","PE","Nordeste","27725","2022","0.576","0.569","0.466"
